document_id,course_id,course_docs,course_views_30d,institution_id,country,views_past29days,views_h_m24,views_h_m22,views_h_m20,views_h_m18,views_h_m16,views_h_m14,views_h_m12,views_h_m10,views_h_m08,views_h_m06,views_h_m04,views_h_m02,views_d_01
72506750,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72570040,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72570046,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72630400,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72635517,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72635654,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72635664,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72917948,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72938221,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73096287,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73295056,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
73564929,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73873824,4527754,767,1685,327,US,6,0,0,0,0,0,0,0,0,0,0,0,0,0
74081537,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74081542,4527754,767,1685,327,US,5,0,0,0,0,0,0,0,0,0,0,0,0,0
74081548,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74081553,4527754,767,1685,327,US,7,0,0,0,0,0,0,0,0,0,0,0,0,0
74081556,4527754,767,1685,327,US,7,0,0,0,0,0,0,0,0,0,0,0,0,0
74324478,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
74510312,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74521462,4527754,767,1685,327,US,7,0,0,0,0,0,0,0,0,0,0,0,0,0
74610077,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74657510,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74735314,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74761112,4527754,767,1685,327,US,22,0,0,0,1,0,0,0,0,0,0,0,0,0
74761163,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74765675,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74766004,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74907909,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74945989,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75110732,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75110735,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75110740,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75110747,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75110755,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147528,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147541,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147549,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147561,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147586,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147598,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75147607,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75625075,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75625141,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75625156,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75625159,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76138133,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76270933,4527754,767,1685,327,US,16,0,0,0,0,0,0,0,0,0,0,0,0,0
76431207,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76687037,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76758654,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76758662,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
76758670,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
76799663,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76842521,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
76843184,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76888486,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76970667,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76970736,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76981274,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76996987,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77241172,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77241216,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77315363,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77351460,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77382801,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77561410,4527754,767,1685,327,US,7,0,1,0,0,1,0,3,0,0,0,0,0,0
77661807,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
77686814,4527754,767,1685,327,US,2,0,1,0,0,0,0,0,0,0,0,0,0,1
78136615,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78136622,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78232711,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78421124,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78487453,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78500446,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78530476,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78683950,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78718273,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78871827,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79054798,4527754,767,1685,327,US,5,0,0,0,0,0,0,0,0,0,0,0,0,0
79134286,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
79184232,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
79190084,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79201806,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
80794297,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81246915,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81293006,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81293007,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
81293090,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,1
81454210,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81500368,4527754,767,1685,327,US,5,0,0,0,0,0,0,0,0,0,0,0,0,0
81507397,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81646143,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81646145,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82268799,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
82269002,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82318134,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82414248,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82651429,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,1
82653824,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82714647,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82900006,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82921480,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82923218,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82923288,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82992013,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82992548,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83104471,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83246052,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83246060,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83551698,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83637013,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83637284,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83658469,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83658598,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83667664,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83809401,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83809433,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83809464,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83809475,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83994328,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83994402,4527754,767,1685,327,US,8,0,0,0,0,0,0,0,0,0,0,0,0,0
84116706,4527754,767,1685,327,US,6,0,0,0,0,0,0,0,0,0,0,0,0,0
84193344,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84385454,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84388151,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84388168,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84409985,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84473092,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84486581,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84512208,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84594167,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84594332,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
84714390,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84840586,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84917561,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84917692,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84917699,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84935077,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
84935090,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84935128,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84935138,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85176637,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85176962,4527754,767,1685,327,US,11,0,0,0,0,0,0,0,0,0,0,0,0,0
85178444,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85201925,4527754,767,1685,327,US,8,0,0,0,0,0,0,0,0,0,0,0,0,0
85209322,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85210982,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85312205,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85342073,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85356683,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85356686,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85536528,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85785971,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85857122,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85857220,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85859695,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85914038,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85946879,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86100272,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86214807,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86225644,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86565453,4527754,767,1685,327,US,15,0,0,0,0,0,0,0,0,0,0,0,0,0
86616669,4527754,767,1685,327,US,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86616753,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86894321,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87015393,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87027322,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87703059,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87774754,4527754,767,1685,327,US,5,0,0,0,0,0,0,0,0,0,0,0,0,0
87774758,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
87957396,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87957426,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88268849,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
88279011,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
88279366,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
88279369,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88330776,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88330819,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88559610,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88962439,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89099343,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
89107924,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89129029,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89142068,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89242995,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
89343664,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
89362393,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
89362583,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89430660,4527754,767,1685,327,US,7,1,0,0,0,0,0,0,0,0,0,0,0,0
89457011,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89468425,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89468514,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89522204,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
89552114,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89664016,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89664029,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
89664050,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89766702,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89940675,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89966759,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89966773,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90050362,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90055165,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90159188,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90268280,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90550408,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90717877,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
90922858,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91063198,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91071365,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91079496,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91082221,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91111632,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91122611,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
91388642,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
91497714,4527754,767,1685,327,US,2,0,0,0,0,0,1,0,0,0,0,0,0,0
91673124,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91684589,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91685473,4527754,767,1685,327,US,2,0,1,0,0,1,0,0,0,0,0,0,0,0
91922316,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
91935411,4527754,767,1685,327,US,8,0,0,0,0,0,0,0,0,0,0,0,0,0
91935961,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
91938372,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,1
92024957,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92035626,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
92046118,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,1,0,0,0,0,0
92128972,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92196652,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
92277096,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
92382523,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92410904,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92469392,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92521490,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92558045,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92647446,4527754,767,1685,327,US,5,0,0,0,1,0,0,0,0,0,0,0,0,0
93326885,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
93954931,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94041880,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94164540,4527754,767,1685,327,US,1,0,0,0,1,0,0,0,0,0,0,0,0,0
94227121,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94227190,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94227218,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94227233,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94227331,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94227344,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94440238,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
94885927,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95141673,4527754,767,1685,327,US,12,1,0,0,0,0,0,0,0,0,0,0,0,0
95141835,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
95285959,4527754,767,1685,327,US,4,0,0,0,1,0,0,0,0,0,0,0,0,0
95381491,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95440104,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96149719,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96238143,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96240582,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96333213,4527754,767,1685,327,US,5,0,0,0,0,0,0,0,0,0,0,0,0,0
96367442,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96464091,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96589686,4527754,767,1685,327,US,11,0,0,0,0,0,0,1,0,0,0,0,0,0
97373142,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
97416184,4527754,767,1685,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97420791,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97487819,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
97683796,4527754,767,1685,327,US,6,0,0,0,0,0,0,0,0,0,0,0,0,0
97820923,4527754,767,1685,327,US,2,0,0,0,0,0,0,0,0,0,0,0,0,0
98262773,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,0,0,0,0,0,0
98303041,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98541442,4527754,767,1685,327,US,4,0,0,0,0,0,0,0,1,0,0,0,0,0
98817750,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99045519,4527754,767,1685,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99408060,4527754,767,1685,327,US,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99485309,4527754,767,1685,327,US,2,0,0,0,2,0,0,0,0,0,0,0,0,0
17206236,3908645,126,1317,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21414402,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23597520,3908645,126,1317,327,US,3,0,0,0,0,0,1,0,0,0,0,0,0,0
26083055,3908645,126,1317,327,US,65,2,0,0,0,0,2,4,1,0,0,0,0,3
26083056,3908645,126,1317,327,US,34,0,0,0,0,0,0,0,0,0,0,0,0,0
28114728,3908645,126,1317,327,US,17,0,0,0,0,0,0,0,0,0,0,0,0,1
29111496,3908645,126,1317,327,US,8,0,0,0,0,0,0,0,0,0,0,0,0,0
29111503,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31487637,3908645,126,1317,327,US,231,2,0,0,0,0,0,0,1,0,0,0,0,5
31487646,3908645,126,1317,327,US,234,0,0,2,1,1,1,0,1,3,0,0,2,4
31487665,3908645,126,1317,327,US,5,0,0,0,0,0,0,0,0,0,0,0,0,0
31487676,3908645,126,1317,327,US,7,0,0,0,0,0,0,0,0,0,0,0,0,0
33274172,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35065344,3908645,126,1317,327,US,21,0,0,0,0,0,0,0,0,0,0,0,0,0
35065354,3908645,126,1317,327,US,21,0,0,0,0,0,0,1,0,0,0,0,0,0
35065360,3908645,126,1317,327,US,36,0,0,0,0,0,0,0,0,0,0,0,0,0
35065366,3908645,126,1317,327,US,48,1,0,0,1,1,1,2,1,0,0,0,0,1
35065372,3908645,126,1317,327,US,99,0,0,0,0,0,0,0,1,0,0,0,0,3
35114153,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124432,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124436,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124439,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124444,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35124456,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35181610,3908645,126,1317,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37114940,3908645,126,1317,327,US,6,0,0,1,0,0,0,0,0,0,0,0,0,0
37482418,3908645,126,1317,327,US,30,0,0,0,1,0,0,1,0,1,0,0,0,4
37650839,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37954116,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37954121,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37954127,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37954134,3908645,126,1317,327,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38270348,3908645,126,1317,327,US,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38675922,3908645,126,1317,327,US,46,1,0,0,1,0,3,1,0,0,0,0,1,2
38960738,3908645,126,1317,327,US,23,0,0,0,0,0,0,1,0,0,0,0,0,0
